,variable,value
667,66,24.71640791044776
668,66,26.402975074626863
669,66,18.80596014925373
670,67,26.499989999999997
671,67,27.470578235294116
672,67,24.088225294117645
673,67,33.55881352941175
674,67,25.76469588235294
675,67,28.102931176470587
676,67,23.191166470588232
677,67,24.838225294117645
678,67,26.11763705882353
679,67,18.77940176470588
680,68,26.304337826086954
681,68,27.27535231884058
682,68,24.057961014492754
683,68,33.463758115942014
684,68,25.579700144927536
685,68,27.89854072463768
686,68,23.623178405797102
687,68,24.942018985507246
688,68,26.34781608695652
689,68,18.666656666666665
690,69,26.085704285714286
691,69,27.07141857142857
692,69,23.914275714285715
693,69,33.21427571428569
694,69,25.585704285714286
695,69,28.04284714285714
696,69,24.314275714285714
697,69,24.799989999999998
698,69,26.414275714285715
699,69,18.59999
700,70,25.929567464788732
701,70,27.12675056338028
702,70,23.887313943661972
703,70,32.98590549295773
704,70,25.80280690140845
705,70,27.830975915492957
706,70,24.492947746478873
707,70,24.95773647887324
708,70,26.366187183098592
709,70,18.619708309859156
710,71,25.722212222222222
711,71,26.930545555555554
712,71,23.708323333333333
713,71,32.70832333333333
714,71,25.91665666666667
715,71,27.597212222222222
716,71,24.347212222222222
717,71,25.01387888888889
718,71,26.583323333333333
719,71,18.48610111111111
720,72,25.657524246575342
721,72,26.958894109589043
722,72,23.52053794520548
723,72,32.3972502739726
724,72,26.054784520547944
725,72,27.397250273972602
726,72,24.328757123287673
727,72,24.89040095890411
728,72,26.47944205479452
729,72,18.356154383561645
730,73,25.675665675675678
731,73,26.85134135135135
732,73,23.41890891891892
733,73,32.36485486486486
734,73,26.08107108108108
735,73,27.472962972972972
736,73,24.54053054054054
737,73,24.95944945945946
738,73,26.513503513513513
739,73,18.364854864864867
740,74,25.51999
741,74,26.95999
742,74,23.373323333333335
743,74,32.079989999999995
744,74,25.87999
745,74,27.319989999999997
746,74,24.82665666666667
747,74,24.98665666666667
748,74,26.453323333333334
749,74,18.30665666666667
750,75,25.43420052631579
751,75,26.736832105263158
752,75,23.289463684210528
753,75,31.82893736842104
754,75,25.763147894736843
755,75,27.105253157894733
756,75,24.93420052631579
757,75,25.13156894736842
758,75,26.276305789473685
759,75,18.315779473684213
760,76,25.46752246753247
761,76,26.64934064935065
762,76,23.155834155844158
763,76,31.80518480519479
764,76,25.61037961038961
765,76,26.93505493506493
766,76,24.870119870129873
767,76,25.350639350649352
768,76,26.07791207792208
769,76,18.272717272727274
770,77,25.410246410256413
771,77,26.756400256410252
772,77,23.102554102564106
773,77,31.538451538461523
774,77,25.602554102564106
775,77,26.807682307692296
776,77,25.153836153846157
777,77,25.294861794871796
778,77,26.064092564102566
779,77,18.192297692307694
780,78,25.443027974683545
781,78,26.632901392405056
782,78,22.9493570886076
783,78,31.329103924050614
784,78,25.48100265822785
785,78,26.91138240506328
786,78,25.291129240506333
787,78,25.39239506329114
788,78,26.063281139240505
789,78,18.341762151898738
790,79,25.61249
791,79,26.79999
792,79,22.88749
793,79,31.099990000000002
794,79,25.39999
795,79,26.774990000000003
796,79,25.18749
797,79,25.42499
798,79,26.024990000000003
799,79,18.249989999999997
800,80,25.444434444444443
801,80,26.66665666666667
802,80,22.728385061728396
803,80,30.85184185185185
804,80,25.209866543209877
805,80,26.567891234567902
806,80,25.28394061728395
807,80,25.27159493827161
808,80,25.827150493827162
809,80,18.185175185185184
810,81,25.353648536585364
811,81,26.45120951219512
812,81,22.621941219512195
813,81,30.634136341463414
814,81,25.158526585365852
815,81,26.45120951219512
816,81,25.512185121951216
817,81,25.10974609756098
818,81,25.829258292682923
819,81,18.17072170731707
820,82,25.277098433734935
821,82,26.240953855421683
822,82,22.518062289156628
823,82,30.409628554216862
824,82,25.144568313253007
825,82,26.325291204819273
826,82,25.638544216867466
827,82,24.987941807228918
828,82,25.783122530120476
829,82,18.132520120481924
830,83,25.29760904761904
831,83,26.333323333333325
832,83,22.583323333333333
833,83,30.190466190476183
834,83,25.095228095238088
835,83,26.130942380952373
836,83,25.773799523809515
837,83,24.88094238095238
838,83,25.833323333333325
839,83,18.154751904761902
840,84,25.329401764705874
841,84,26.152931176470577
842,84,22.411754705882355
843,84,30.0470488235294
844,84,25.223519411764695
845,84,26.12940176470587
846,84,25.894107647058814
847,84,24.952931176470585
848,84,25.68234294117646
849,84,18.08234294117647
850,85,25.162780697674407
851,85,26.069757441860453
852,85,22.337199302325583
853,85,30.11626906976743
854,85,25.11626906976743
855,85,25.941850465116268
856,85,25.767431860465106
857,85,24.883710930232553
858,85,25.825571395348824
859,85,18.034873720930232
860,86,25.045967011494238
861,86,26.22987505747125
862,86,22.229875057471265
863,86,29.954012988505735
864,86,24.97700149425286
865,86,25.89654172413792
866,86,26.4022888505747
867,86,24.701139425287348
868,86,25.712633678160906
869,86,17.97700149425287
870,87,24.85226272727273
871,87,26.147717272727277
872,87,22.397717272727274
873,87,29.784080909090914
874,87,25.090899090909094
875,87,25.897717272727277
876,87,26.49999
877,87,24.54544454545455
878,87,25.54544454545455
879,87,17.909080909090907
880,88,24.887630449438205
881,88,26.03369786516854
882,88,22.325832696629213
883,88,29.64043943820225
884,88,25.14605741573034
885,88,25.898866404494385
886,88,26.393248426966288
887,88,24.449428202247194
888,88,25.382012471910116
889,88,17.887630449438202
890,89,24.92221222222222
891,89,26.133323333333333
892,89,22.27776777777778
893,89,29.444434444444443
894,89,25.01110111111111
895,89,25.744434444444444
896,89,26.611101111111108
897,89,24.322212222222223
898,89,25.59999
899,89,17.833323333333333
900,90,24.82416582417582
901,90,26.14284714285714
902,90,22.252737252747252
903,90,29.24174824175824
904,90,25.065924065934063
905,90,25.7032867032967
906,90,26.450539450549442
907,90,24.252737252747252
908,90,25.7032867032967
909,90,17.74724274725275
910,91,24.78259869565217
911,91,26.010859565217388
912,91,22.16303347826087
913,91,29.04346826086956
914,91,24.913033478260864
915,91,25.576076956521735
916,91,26.880424782608685
917,91,24.358685652173907
918,91,25.69564217391304
919,91,17.923903043478262
920,92,24.655903978494617
921,92,25.892463118279565
922,92,22.193538387096773
923,92,28.83869967741935
924,92,24.946226559139777
925,92,25.4516029032258
926,92,26.79568892473117
927,92,24.31181795698924
928,92,25.62364591397849
929,92,17.892463118279572
930,93,24.542543191489354
931,93,25.70211765957446
932,93,22.255309148936167
933,93,28.659564468085097
934,93,24.797862340425525
935,93,25.351053829787226
936,93,26.84041553191488
937,93,24.404245319148927
938,93,25.72339425531914
939,93,17.882968723404257
940,94,24.357884736842095
941,94,25.536832105263148
942,94,22.136832105263153
943,94,28.49472684210525
944,94,24.705253157894727
945,94,25.210516315789462
946,94,26.72630578947367
947,94,24.294726842105252
948,94,25.66314789473683
949,94,17.93683210526316
950,95,24.322906666666672
951,95,25.406240000000007
952,95,21.99999
953,95,28.322906666666672
954,95,24.822906666666665
955,95,25.072906666666672
956,95,26.833323333333336
957,95,24.22915666666667
958,95,25.499990000000007
959,95,17.916656666666665
960,96,24.175247731958766
961,96,25.432979690721652
962,96,21.99999
963,96,28.134010618556704
964,96,24.742258041237108
965,96,24.958752886597942
966,96,26.70102092783505
967,96,24.154629175257732
968,96,25.494835360824748
969,96,17.96906216494845
970,97,24.06121448979592
971,97,25.571418571428573
972,97,22.030602244897956
973,97,28.03060224489796
974,97,24.785704285714278
975,97,24.857132857142858
976,97,26.57141857142857
977,97,24.265296122448976
978,97,25.357132857142858
979,97,18.27550020408163
980,98,23.90908090909091
981,98,25.444434444444443
982,98,21.929282929292924
983,98,27.8989798989899
984,98,24.92928292929292
985,98,24.747464747474748
986,98,26.45453545454545
987,98,24.161606161616156
988,98,25.252515252525253
989,98,18.464636464646464
990,99,23.84999
991,99,25.53999
992,99,21.859989999999993
993,99,27.779989999999998
994,99,24.81998999999999
995,99,24.609989999999996
996,99,26.329989999999995
997,99,24.009989999999995
998,99,25.179989999999997
999,99,18.609989999999996
1000,100,23.749989999999993
1001,100,25.53999
1002,100,21.95998999999999
1003,100,27.91999
1004,100,24.579989999999995
1005,100,24.519989999999996
1006,100,26.51998999999999
1007,100,23.81998999999999
1008,100,25.049989999999998
1009,100,18.71999
1010,101,23.639989999999997
1011,101,25.269989999999996
1012,101,21.969989999999992
1013,101,27.32999
1014,101,24.35998999999999
1015,101,24.59999
1016,101,26.55998999999999
1017,101,23.779989999999994
1018,101,24.89999
1019,101,18.62999
1020,102,23.669989999999995
1021,102,24.869989999999998
1022,102,21.869989999999987
1023,102,26.959989999999998
1024,102,24.439989999999995
1025,102,24.59999
1026,102,26.619989999999994
1027,102,23.599989999999988
1028,102,24.959989999999998
1029,102,18.59999
1030,103,23.689989999999995
1031,103,24.779989999999994
1032,103,21.709989999999994
1033,103,26.849989999999995
1034,103,24.419989999999995
1035,103,24.599989999999995
1036,103,26.609989999999993
1037,103,23.339989999999993
1038,103,24.999989999999997
1039,103,18.37999
1040,104,23.179989999999993
1041,104,24.539989999999992
1042,104,21.55998999999999
1043,104,26.44999
1044,104,24.25999
1045,104,24.319989999999994
1046,104,26.53998999999999
1047,104,23.189989999999987
1048,104,24.709989999999998
1049,104,18.37999
1050,105,22.929989999999993
1051,105,24.789989999999992
1052,105,21.65998999999999
1053,105,26.499989999999997
1054,105,24.189989999999998
1055,105,24.089989999999993
1056,105,26.579989999999988
1057,105,23.14999
1058,105,24.619989999999998
1059,105,18.519989999999996
1060,106,22.949989999999993
1061,106,24.859989999999993
1062,106,21.669989999999988
1063,106,26.479989999999997
1064,106,24.259989999999995
1065,106,24.019989999999993
1066,106,26.54998999999999
1067,106,23.209989999999994
1068,106,24.82999
1069,106,18.64999
1070,107,22.929989999999993
1071,107,24.759989999999995
1072,107,21.599989999999988
1073,107,25.869989999999994
1074,107,24.389989999999994
1075,107,24.069989999999994
1076,107,26.579989999999988
1077,107,23.219989999999992
1078,107,24.839989999999993
1079,107,19.069989999999997
1080,108,22.349989999999995
1081,108,24.959989999999998
1082,108,21.49998999999999
1083,108,25.529989999999998
1084,108,24.439989999999995
1085,108,24.129989999999992
1086,108,26.579989999999988
1087,108,23.199989999999993
1088,108,24.439989999999998
1089,108,19.069989999999997
1090,109,21.849989999999995
1091,109,24.81998999999999
1092,109,21.67998999999999
1093,109,25.519989999999996
1094,109,24.499989999999993
1095,109,24.749989999999997
1096,109,26.529989999999987
1097,109,22.779989999999994
1098,109,24.499989999999993
1099,109,19.09999
1100,110,21.869989999999987
1101,110,25.099989999999988
1102,110,21.46998999999999
1103,110,25.569989999999994
1104,110,24.44998999999999
1105,110,24.959989999999998
1106,110,26.619989999999987
1107,110,23.109989999999993
1108,110,24.39999
1109,110,19.139989999999997
1110,111,21.87998999999999
1111,111,25.109989999999993
1112,111,21.46998999999999
1113,111,25.459989999999994
1114,111,24.38998999999999
1115,111,25.039989999999992
1116,111,26.94998999999999
1117,111,23.189989999999987
1118,111,24.429989999999993
1119,111,18.909989999999997
1120,112,21.53998999999999
1121,112,24.999989999999993
1122,112,21.40998999999999
1123,112,24.389989999999997
1124,112,24.329989999999988
1125,112,24.939989999999998
1126,112,27.209989999999994
1127,112,23.129989999999992
1128,112,24.429989999999997
1129,112,18.89999
1130,113,21.49998999999999
1131,113,24.849989999999995
1132,113,21.35998999999999
1133,113,24.659989999999997
1134,113,24.30998999999999
1135,113,25.019989999999993
1136,113,27.269989999999993
1137,113,23.509989999999988
1138,113,23.999989999999993
1139,113,19.499989999999997
1140,114,21.489989999999988
1141,114,24.96998999999999
1142,114,21.47998999999999
1143,114,24.459989999999994
1144,114,24.099989999999988
1145,114,25.16999
1146,114,27.409989999999993
1147,114,23.369989999999987
1148,114,24.34999
1149,114,19.05999
1150,115,21.369989999999987
1151,115,24.939989999999987
1152,115,21.42998999999999
1153,115,24.33998999999999
1154,115,24.13998999999999
1155,115,25.389989999999994
1156,115,27.25999
1157,115,23.439989999999987
1158,115,24.369989999999994
1159,115,19.369989999999998
1160,116,21.42998999999999
1161,116,24.71998999999999
1162,116,21.169989999999988
1163,116,24.38998999999999
1164,116,24.119989999999987
1165,116,25.37999
1166,116,27.189989999999998
1167,116,23.19998999999999
1168,116,24.229989999999994
1169,116,20.19999
1170,117,20.939989999999987
1171,117,24.489989999999988
1172,117,21.49998999999999
1173,117,24.599989999999995
1174,117,24.46998999999999
1175,117,25.30998999999999
1176,117,27.23999
1177,117,23.13998999999999
1178,117,24.329989999999995
